TreeID,Family,Genus,species,DBH,Xutm,Yutm
"204267",Elaeocarpaceae,Sloanea,tuerckheimii,3.5,285606.05056965,581494.45095
"204268",Lecythidaceae,Eschweilera,pedicellata,1.4,285606.4527555,581495.19825
"204269",Lecythidaceae,Couratari,multiflora,5.5,285607.77876835,581492.87355
"204270",Violaceae,Paypayrola,hulkiana,1.9,285608.016044975,581495.55905
"204271",Burseraceae,Protium,plagiocarpium,5,285607.826220675,581493.41065
"204272",Cordiaceae,Cordia,nodosa,1.6,285608.8997073,581494.3578
"204273",Annonaceae,Anaxagorea,dolichocarpa,1.3,285609.0244757,581494.29035
"204274",Annonaceae,Anaxagorea,dolichocarpa,1.2,285611.26098335,581492.7597
"204277",Lecythidaceae,Eschweilera,coriacea,1.6,285612.0673065,581492.163
"204278",Malvaceae,Catostemma,fragrans,2.1,285611.00215495,581492.57805
"204280",Vochysiaceae,Qualea,rosea,2,285609.658592,581493.224
"204282",Chrysobalanaceae,Hirtella,glandulosa,5.2,285609.3347125,581490.8265
"204287",Chrysobalanaceae,Licania,ovalifolia,1.2,285612.20528275,581488.2295
"204288",Clusiaceae,Tovomita,"sp,2 CAY-ATDN",1.4,285611.8309951,581488.43185
"204289",Lecythidaceae,Eschweilera,sagotiana,2,285611.59076205,581488.8833
"204290",Chrysobalanaceae,Licania,alba,3.1,285611.523734,581488.75875
"204292",Lecythidaceae,Couratari,multiflora,3.6,285609.9595366,581489.4436
